CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_nicolecobler_output_03_nc,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902102,CARVER KINDERGARTEN SCHOOL,REGULAR INSTRUCTIONAL,,371 CARVER,LOCKHART,TX,78644-2220,371 CARVER,LOCKHART,TX,78644-2220,(512) 398-0060,(512) 398-0110,karen.nixon@lockhart.txed.net,,KAREN NIXON   ,'EE-KG,475,Active, ,2015-03-14T05:35:01,127,USCGeocoder,78,1,4.01,,1c13c53f-6776-4019-9934-e219b6f0183c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1566.79807234,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.8876640477,-97.6639547503,Relaxed
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902103,NAVARRO EL,REGULAR INSTRUCTIONAL,,715 MEDINA ST,LOCKHART,TX,78644-3221,715 MEDINA ST,LOCKHART,TX,78644-3221,(512) 398-0690,(512) 398-0692,anna.buentello@lockhart.txed.net,,MS ANNA BUENTELLO   ,'01-05,484,Active, ,2015-03-14T05:35:01,128,USCGeocoder,47,1,4.01,,f22edbc9-6d89-40fd-8645-032042c117b3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6212.5490308,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.874669245,-97.6808141804,Relaxed
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902104,PLUM CREEK EL,REGULAR INSTRUCTIONAL,,710 FLORES ST,LOCKHART,TX,78644-1848,710 FLORES ST,LOCKHART,TX,78644-1848,(512) 398-0570,(512) 398-0572,darryl.henson@lockhart.txed.net,,MR DARRYL HENSON   ,'01-05,547,Active, ,2015-03-14T05:35:01,129,USCGeocoder,16,1,4.01,,78ad2cde-5325-487a-9c2d-e200deac3064,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28006.2647762,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8922174566,-97.66614916,Relaxed
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902105,BLUEBONNET EL,REGULAR INSTRUCTIONAL,,211 S MOCKINGBIRD LN,LOCKHART,TX,78644-0120,211 S MOCKINGBIRD LN,LOCKHART,TX,78644-0120,(512) 398-0900,(512) 398-0901,rita.sotelo@lockhart.txed.net,,MS RITA SOTELO   ,'PK-05,625,Active,2005-06-27,2015-03-14T05:35:01,130,USCGeocoder,31,1,4.01,,7cb5447a-0a9c-4ee1-906f-8923ecb54b9a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,19311.6515464,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.8798635195,-97.6946623576,Exact
'028,CALDWELL COUNTY,'13,'028903,LULING ISD,INDEPENDENT,212 E BOWIE ST,LULING,TX,78648-2904,212 E BOWIE ST,LULING,TX,78648-2904,(830) 875-3191,(830) 875-3193,tglover@luling.txed.net,www.luling.txed.net/,TIM GLOVER   ,1384,'028903001,LULING H S,REGULAR INSTRUCTIONAL,,212 E BOWIE ST,LULING,TX,78648-2904,218 E TRAVIS,LULING,TX,78648-2922,(830) 875-2458,(830) 875-2751,jteafatiller@luling.txed.net,luling.txed.net,JAMES TEAFATILLER   ,'09-12,376,Active, ,2015-03-14T05:35:01,131,USCGeocoder,31,1,4.01,,85269508-b9d0-4410-bc1c-b61c4cfb00a4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2996.02423278,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6780468966,-97.6536961469,Relaxed
'028,CALDWELL COUNTY,'13,'028903,LULING ISD,INDEPENDENT,212 E BOWIE ST,LULING,TX,78648-2904,212 E BOWIE ST,LULING,TX,78648-2904,(830) 875-3191,(830) 875-3193,tglover@luling.txed.net,www.luling.txed.net/,TIM GLOVER   ,1384,'028903041,GILBERT GERDES J H,REGULAR INSTRUCTIONAL,,212 E BOWIE ST,LULING,TX,78648-2904,214 E BOWIE ST,LULING,TX,78648-2904,(830) 875-2121,(830) 875-5482,ccullen@luling.txed.net,luling.txed.net,CAROL CULLEN   ,'06-08,298,Active, ,2015-03-14T05:35:01,132,USCGeocoder,16,1,4.01,,7cf72a49-6972-4195-b6bb-bc306d6a15ad,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,911.287494214,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6751681343,-97.6392747291,Exact
'028,CALDWELL COUNTY,'13,'028903,LULING ISD,INDEPENDENT,212 E BOWIE ST,LULING,TX,78648-2904,212 E BOWIE ST,LULING,TX,78648-2904,(830) 875-3191,(830) 875-3193,tglover@luling.txed.net,www.luling.txed.net/,TIM GLOVER   ,1384,'028903101,LULING EL,REGULAR INSTRUCTIONAL,,212 E BOWIE,LULING,TX,78648,122 E HOUSTON,LULING,TX,78648-2916,(830) 875-2515,(830) 875-3193,ehernandez@luling.txed.net,luling.txed.net,BERTHA DAY   ,'02-05,419,Active, ,2015-03-14T05:35:01,133,USCGeocoder,31,1,4.01,,bb83a1f6-e1a9-4d1b-96f2-0b585d098095,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5741.68311011,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6772256588,-97.6555617782,Relaxed
'028,CALDWELL COUNTY,'13,'028903,LULING ISD,INDEPENDENT,212 E BOWIE ST,LULING,TX,78648-2904,212 E BOWIE ST,LULING,TX,78648-2904,(830) 875-3191,(830) 875-3193,tglover@luling.txed.net,www.luling.txed.net/,TIM GLOVER   ,1384,'028903104,LULING PRI,REGULAR INSTRUCTIONAL,,212 E BOWIE ST,LULING,TX,78648,118 BOWIE,LULING,TX,78648,(830) 875-2223,(830) 875-6712,jhewitt@luling.txed.net,,SUSAN GUZMAN   ,'EE-01,291,Active,2014-06-27,2015-03-14T05:35:01,134,USCGeocoder,63,1,4.01,,f797d3ae-a4cd-440d-9177-2ec3d55a8e4d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3088.19545885,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6794777734,-97.6563217473,Relaxed
'028,CALDWELL COUNTY,'13,'028906,PRAIRIE LEA ISD,INDEPENDENT,P O BOX 9,PRAIRIE LEA,TX,78661-0009,6910 HWY 80,PRAIRIE LEA,TX,78661,(512) 488-2370,(512) 488-9006,lopezj@plisd.net,www.plisd.net,MR JESUS LOPEZ III   ,163,'028906001,PRAIRIE LEA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 9,PRAIRIE LEA,TX,78661-0009,6910 HWY 80,PRAIRIE LEA,TX,78661,(512) 488-2328,(512) 488-2425,jesus.lopez@prairielea.txed.net,www.prairielea.txed.net,MR RICHARD DARREN KESSELUS   ,'PK-12,163,Active, ,2015-03-14T05:35:01,135,USCGeocoder,47,1,4.01,,9b718d1b-9923-4771-b823-d50ef06b21bf,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.731882,-97.753382,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901001,CALHOUN H S,REGULAR INSTRUCTIONAL,,201 SANDCRAB BLVD,PORT LAVACA,TX,77979-2489,201 SANDCRAB BLVD,PORT LAVACA,TX,77979-2489,(361) 552-3775,(361) 551-2620,veselyr@calcoisd.org,,MRS LYDIA STRAKOS   ,'09-12,1185,Active, ,2015-03-14T05:35:01,136,USCGeocoder,16,1,4.01,,37491517-a925-4837-8c16-542e080fc9d1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8239.6736313,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.6222328479,-96.6423529711,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901003,HOPE H S,ALTERNATIVE INSTRUCTIONAL,,300 ALCOA DR #12,PORT LAVACA,TX,77979-3695,300 ALCOA DR #12,PORT LAVACA,TX,77979-3695,(361) 552-7084,(361) 551-2677,keye@calcoisd.org,,MRS NICOLE AMASON   ,'09-12,26,Active,1996-05-01,2015-03-14T05:35:01,137,USCGeocoder,78,1,4.01,,925bfe6f-12a8-401c-b0d2-f26f77678dbc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.60531,-96.641362,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901043,TRAVIS MIDDLE,REGULAR INSTRUCTIONAL,,705 N NUECES ST,PORT LAVACA,TX,77979-2827,705 N NUECES ST,PORT LAVACA,TX,77979-2827,(361) 552-3784,(361) 551-2692,amaimot@calcoisd.org,,MR MICHAEL TORRES   ,'06-08,854,Active, ,2015-03-14T05:35:01,138,USCGeocoder,47,1,4.01,,64e3bef9-ecbb-409b-9d93-fe84876c334b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.619035,-96.635712,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901101,HARRISON/JEFFERSON/MADISON COMPLEX,REGULAR INSTRUCTIONAL,,605 N COMMERCE ST,PORT LAVACA,TX,77979-3013,605 N COMMERCE ST,PORT LAVACA,TX,77979-3013,(361) 552-5253,(361) 551-2628,weathersbyp@calcoisd.org,,MS PAM WEATHERSBY   ,'EE-05,815,Active, ,2015-03-14T05:35:01,139,USCGeocoder,141,1,4.01,,63be3c2e-e157-49bb-97c3-fce443a86de1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,943.589434764,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.6203712871,-96.627600463,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901102,JACKSON/ROOSEVELT COMPLEX,REGULAR INSTRUCTIONAL,,1512 JACKSON ST,PORT LAVACA,TX,77979-4651,1512 JACKSON ST,PORT LAVACA,TX,77979-4651,(361) 552-3317,(361) 551-2699,rodriguezn@calcoisd.org,,MRS SHERRY PHILLIPS   ,'PK-05,958,Active, ,2015-03-14T05:35:01,140,USCGeocoder,47,1,4.01,,90ba6704-0773-47a8-86bd-b528db0d5ce5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4776.31136772,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.5995931433,-96.6305569217,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901105,PORT O CONNOR EL,REGULAR INSTRUCTIONAL,,P O BOX 687,PORT O'CONNOR,TX,77982-0687,508 W MONROE ST,PORT O'CONNOR,TX,77982-0687,(361) 983-2341,(361) 551-2605,rosenboomc@calcoisd.org,,MRS TIFFANY O'DONNELL   ,'PK-05,80,Active, ,2015-03-14T05:35:01,141,USCGeocoder,31,1,4.01,,086e1e02-e404-4e5a-b98a-01537da125d8,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.449506,-96.411022,Exact
'029,CALHOUN COUNTY,'03,'029901,CALHOUN COUNTY ISD,INDEPENDENT,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,525 N COMMERCE ST,PORT LAVACA,TX,77979-3034,(361) 552-9728,(361) 551-2648,mcafeej@calcoisd.org,www.calcoisd.org,DR JAMES B COWLEY   ,4224,'029901107,SEADRIFT SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 979,SEADRIFT,TX,77983-0979,1801 W BROADWAY,SEADRIFT,TX,77983-0979,(361) 785-3511,(361) 785-5720,gallowaym@calcoisd.org,,MRS DWANA FINSTER   ,'PK-08,306,Active, ,2015-03-14T05:35:01,142,USCGeocoder,47,1,4.01,,782c239a-70f5-4f03-984e-cd310554b406,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.417225,-96.728982,Exact
'030,CALLAHAN COUNTY,'14,'030901,CROSS PLAINS ISD,INDEPENDENT,700 N MAIN ST,CROSS PLAINS,TX,76443-2112,700 N MAIN,CROSS PLAINS,TX,76443-2112,(254) 725-6121,(254) 725-6559,pmitchell@cplains.esc14.net,www.crossplains.esc14.net,MR PHIL MITCHELL   ,350,'030901001,CROSS PLAINS H S,REGULAR INSTRUCTIONAL,,700 N MAIN ST,CROSS PLAINS,TX,76443-2112,700 N MAIN,CROSS PLAINS,TX,76443-2112,(254) 725-6121,(254) 725-6559,ddobbins@cplains.esc14.net,,LESLIE LAWRENCE   ,'07-12,142,Active, ,2015-03-14T05:35:01,143,USCGeocoder,31,1,4.01,,986c5692-8419-402a-a3ff-506dc62c0fc9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2500.61320767,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.1186063855,-99.1656936761,Relaxed
'030,CALLAHAN COUNTY,'14,'030901,CROSS PLAINS ISD,INDEPENDENT,700 N MAIN ST,CROSS PLAINS,TX,76443-2112,700 N MAIN,CROSS PLAINS,TX,76443-2112,(254) 725-6121,(254) 725-6559,pmitchell@cplains.esc14.net,www.crossplains.esc14.net,MR PHIL MITCHELL   ,350,'030901101,CROSS PLAINS EL,REGULAR INSTRUCTIONAL,,700 N MAIN,CROSS PLAINS,TX,76443-2112,700 N MAIN,CROSS PLAINS,TX,76443-2112,(254) 725-6123,(254) 725-6559,jwilliams@cplains.esc14.net,,MRS LESLIE LAWRENCE   ,'EE-06,208,Active, ,2015-03-14T05:35:01,144,USCGeocoder,31,1,4.01,,5a370ab4-25d1-4ae5-b858-0b16fb874660,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2500.61320767,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.1186063855,-99.1656936761,Relaxed
'030,CALLAHAN COUNTY,'14,'030902,CLYDE CISD,INDEPENDENT,P O BOX 479,CLYDE,TX,79510-0479,526 SHALIMAR DR,CLYDE,TX,79510-0479,(325) 893-4222,(325) 893-4024,kscharnhorst@clydeisd.org,www.clyde.esc14.net/,MR KEITH SCHARNHORST   ,1454,'030902001,CLYDE H S,REGULAR INSTRUCTIONAL,,500 HAYS RD,CLYDE,TX,79510,500 HAYS RD,CLYDE,TX,79510,(325) 893-2161,(325) 893-2993,gwilson@clydeisd.org,,MR GREGG WILSON   ,'09-12,406,Active, ,2015-03-14T05:35:01,145,USCGeocoder,47,1,4.01,,80e38ca6-5ba1-49e6-9f8b-dc217c0c9c87,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.414752,-99.52578,Exact
'030,CALLAHAN COUNTY,'14,'030902,CLYDE CISD,INDEPENDENT,P O BOX 479,CLYDE,TX,79510-0479,526 SHALIMAR DR,CLYDE,TX,79510-0479,(325) 893-4222,(325) 893-4024,kscharnhorst@clydeisd.org,www.clyde.esc14.net/,MR KEITH SCHARNHORST   ,1454,'030902041,CLYDE J H,REGULAR INSTRUCTIONAL,,P O BOX 760,CLYDE,TX,79510-0776,211 S 3RD W,CLYDE,TX,79510-4101,(325) 893-5788,(325) 893-5255,kjberry@clydeisd.org,,MR KENNETH BERRY   ,'06-08,342,Active, ,2015-03-14T05:35:01,146,USCGeocoder,47,1,4.01,,8ae6d0bb-0e97-470b-ab53-520b1016deee,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.403858,-99.499347,Exact
'030,CALLAHAN COUNTY,'14,'030902,CLYDE CISD,INDEPENDENT,P O BOX 479,CLYDE,TX,79510-0479,526 SHALIMAR DR,CLYDE,TX,79510-0479,(325) 893-4222,(325) 893-4024,kscharnhorst@clydeisd.org,www.clyde.esc14.net/,MR KEITH SCHARNHORST   ,1454,'030902101,CLYDE EL,REGULAR INSTRUCTIONAL,,318 FORREST,CLYDE,TX,79510-9803,318 FORREST,CLYDE,TX,79510-9803,(325) 893-4788,(325) 893-5642,kijones@clydeisd.org,,MRS KIM JONES   ,'EE-02,382,Active, ,2015-03-14T05:35:01,147,USCGeocoder,63,1,4.01,,fc4e5c01-5ab7-49be-8a34-9f9e0040a98f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.40636,-99.514011,Exact
'030,CALLAHAN COUNTY,'14,'030902,CLYDE CISD,INDEPENDENT,P O BOX 479,CLYDE,TX,79510-0479,526 SHALIMAR DR,CLYDE,TX,79510-0479,(325) 893-4222,(325) 893-4024,kscharnhorst@clydeisd.org,www.clyde.esc14.net/,MR KEITH SCHARNHORST   ,1454,'030902103,CLYDE INT,REGULAR INSTRUCTIONAL,,505 HAYS RD,CLYDE,TX,79510-5501,505 HAYS RD,CLYDE,TX,79510-5501,(325) 893-2815,(325) 893-3067,jmorphis@clydeisd.org,,MRS JILL MORPHIS   ,'03-05,324,Active,1994-07-01,2015-03-14T05:35:01,148,USCGeocoder,63,1,4.01,,7c2d45b4-1502-4f55-8be1-f8030bcff9fc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8644.04158834,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4156491248,-99.5255996908,Exact
'030,CALLAHAN COUNTY,'14,'030903,BAIRD ISD,INDEPENDENT,P O BOX 1147,BAIRD,TX,79504-1147,600 W 7TH ST,BAIRD,TX,79504-3200,(325) 854-1400 ext:305 ,(325) 854-2058,jbellar@baird.esc14.net,www.bairdisd.net,MR JAROD BELLAR   ,322,'030903001,BAIRD H S,REGULAR INSTRUCTIONAL,,P O BOX 1147,BAIRD,TX,79504-1147,600 W 7TH ST,BAIRD,TX,79504-3200,(325) 854-1400 ext:301 ,(325) 854-2808,tprice@baird.esc14.net,www.bairdisd.net,PERRY SIMMONS   ,'09-12,91,Active, ,2015-03-14T05:35:01,149,USCGeocoder,31,1,4.01,,c6455c59-efcd-4c87-bdd8-1089519cff48,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1900.82260746,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3969276683,-99.3883138835,Relaxed
'030,CALLAHAN COUNTY,'14,'030903,BAIRD ISD,INDEPENDENT,P O BOX 1147,BAIRD,TX,79504-1147,600 W 7TH ST,BAIRD,TX,79504-3200,(325) 854-1400 ext:305 ,(325) 854-2058,jbellar@baird.esc14.net,www.bairdisd.net,MR JAROD BELLAR   ,322,'030903041,BAIRD MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 1147,BAIRD,TX,79504,400 W 7TH ST,BAIRD,TX,79504,(325) 854-1400 ext:309 ,(325) 854-2321,cbessent@baird.esc14.net,www.bairdisd.net,MRS CYNTHIA BESSENT   ,'06-08,80,Active,2005-09-21,2015-03-14T05:35:01,150,USCGeocoder,31,1,4.01,,e50f8cd3-0bcf-4b5c-bb34-a2db55508eec,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1900.82260746,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.397144362,-99.3889132528,Relaxed
'030,CALLAHAN COUNTY,'14,'030903,BAIRD ISD,INDEPENDENT,P O BOX 1147,BAIRD,TX,79504-1147,600 W 7TH ST,BAIRD,TX,79504-3200,(325) 854-1400 ext:305 ,(325) 854-2058,jbellar@baird.esc14.net,www.bairdisd.net,MR JAROD BELLAR   ,322,'030903101,BAIRD EL,REGULAR INSTRUCTIONAL,,P O BOX 1147,BAIRD,TX,79504-1147,400 W 7TH ST,BAIRD,TX,79504-3208,(325) 854-1400 ext:309 ,(325) 854-2327,cbessent@baird.esc14.net,www.bairdisd.net,CYNTHIA BESSENT   ,'EE-05,151,Active, ,2015-03-14T05:35:01,151,USCGeocoder,16,1,4.01,,e824b217-5922-409a-9876-fcd5a7686224,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1900.82260746,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.397144362,-99.3889132528,Relaxed
'030,CALLAHAN COUNTY,'14,'030906,EULA ISD,INDEPENDENT,6040 F M 603,CLYDE,TX,79510-6610,6040 F M 603,CLYDE,TX,79510-6610,(325) 529-3186,(325) 529-4461,kelleyt@eulaisd.net,www.eulaisd.us/,MR TIM KELLEY   ,405,'030906001,EULA H S,REGULAR INSTRUCTIONAL,,6040 F M 603,CLYDE,TX,79510-6610,6040 F M 603,CLYDE,TX,79510-6610,(325) 529-3605,(325) 529-5534,smithc@eulaisd.net,www.eulaisd.us,MRS CANDILYN SMITH   ,'09-12,111,Active,1971-09-01,2015-03-14T05:35:01,152,USCGeocoder,47,1,4.01,,e1f06634-b9c7-4731-aeb2-dfcb9261fcc3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11686.2328374,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3378456665,-99.5619614896,Exact
