CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Phillip_Tracy_output_15_pt,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'203,SAN AUGUSTINE COUNTY,'07,'203901,SAN AUGUSTINE ISD,INDEPENDENT,1002 BARRETT ST,SAN AUGUSTINE,TX,75972-2298,1002 BARRETT ST,SAN AUGUSTINE,TX,75972-2298,(936) 275-2306,(936) 275-9776,vliepman@saisd.us,www.saisd.us,DR VIRGINIA M LIEPMAN   ,768,'203901102,SAN AUGUSTINE EL,REGULAR INSTRUCTIONAL,,1002 BARRETT ST,SAN AUGUSTINE,TX,75972-2232,101 S MILAM ST,SAN AUGUSTINE,TX,75972-2232,(936) 275-3424,(936) 275-9719,ljacobs@saisd.us,,MRS LINDA JACOBS   ,'EE-05,407,Active, ,2015-03-14T05:35:23,138,USCGeocoder,31,1,4.01,,33537fb1-e180-40ad-b4b7-2d1205d85074,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2400.86804105,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.5295833171,-94.1029872244,Relaxed
'203,SAN AUGUSTINE COUNTY,'07,'203902,BROADDUS ISD,INDEPENDENT,P O BOX 58,BROADDUS,TX,75929-0058,1 BULLDOG PLAZA,BROADDUS,TX,75929-0058,(936) 872-3041,(936) 872-3699,mcgowns@broaddusisd.com,www.broaddusisd.net/,SHANE MCGOWN   ,419,'203902001,BROADDUS H S,REGULAR INSTRUCTIONAL,,P O BOX 58,BROADDUS,TX,75929-0058,16405 STATE HWY 147,SAN AUGUSTINE,TX,75929-0058,(936) 872-3610,(936) 872-9020,myrannk@broaddusisd.com,www.broaddusisd.net/,MR BRAD HRANICKY   ,'06-12,206,Active, ,2015-03-14T05:35:23,139,USCGeocoder,94,1,4.01,,d1bd8250-1b3a-43c2-a2db-e4e3bdb9d6f2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.500464,-94.133352,Exact
'203,SAN AUGUSTINE COUNTY,'07,'203902,BROADDUS ISD,INDEPENDENT,P O BOX 58,BROADDUS,TX,75929-0058,1 BULLDOG PLAZA,BROADDUS,TX,75929-0058,(936) 872-3041,(936) 872-3699,mcgowns@broaddusisd.com,www.broaddusisd.net/,SHANE MCGOWN   ,419,'203902101,BROADDUS EL,REGULAR INSTRUCTIONAL,,P O BOX 58,BROADDUS,TX,75929-0058,1 BULLDOG PLAZA,BROADDUS,TX,75929-0058,(936) 872-3315,(936) 872-3449,haleys@broaddusisd.com,www.broaddusisd.net/,MR CLARK BYNUM   ,'PK-05,213,Active,1991-07-01,2015-03-14T05:35:23,140,USCGeocoder,63,1,4.01,,93c42cbc-c0a9-4d71-ad42-202ad20ae5c4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.307293,-94.267514,Exact
'204,SAN JACINTO COUNTY,'06,'204901,COLDSPRING-OAKHURST CISD,INDEPENDENT,P O BOX 39,COLDSPRING,TX,77331-0039,14210 HWY 150 W,COLDSPRING,TX,77331-0039,(936) 653-1115,(936) 653-2197,celliott@cocisd.org,www.cocisd.org,MR JERRY GIBSON   ,1526,'204901001,COLDSPRING-OAKHURST HIGH SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 39,COLDSPRING,TX,77331-0039,14100 STATE HWY 150 W,COLDSPRING,TX,77331-0039,(936) 653-1140,(936) 653-3687,celliott@cocisd.org,www.cocisd.org,MR TODD WHITE   ,'09-12,501,Active, ,2015-03-14T05:35:23,141,USCGeocoder,63,1,4.01,,752a077a-00ca-4c25-8cb8-95889c36862a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.577586,-95.137473,Exact
'204,SAN JACINTO COUNTY,'06,'204901,COLDSPRING-OAKHURST CISD,INDEPENDENT,P O BOX 39,COLDSPRING,TX,77331-0039,14210 HWY 150 W,COLDSPRING,TX,77331-0039,(936) 653-1115,(936) 653-2197,celliott@cocisd.org,www.cocisd.org,MR JERRY GIBSON   ,1526,'204901041,LINCOLN JUNIOR HIGH,REGULAR INSTRUCTIONAL,,P O BOX 39,COLDSPRING,TX,77331-0039,13605 STATE HWY 156,COLDSPRING,TX,77331-0039,(936) 653-1166,(936) 653-3688,celliott@cocisd.org,www.cocisd.org,MR CHRIS OLDHAM   ,'06-08,329,Active, ,2015-03-14T05:35:23,142,USCGeocoder,78,1,4.01,,6f15c20c-cdd1-491a-9755-65601219dfe4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.595347,-95.137408,Exact
'204,SAN JACINTO COUNTY,'06,'204901,COLDSPRING-OAKHURST CISD,INDEPENDENT,P O BOX 39,COLDSPRING,TX,77331-0039,14210 HWY 150 W,COLDSPRING,TX,77331-0039,(936) 653-1115,(936) 653-2197,celliott@cocisd.org,www.cocisd.org,MR JERRY GIBSON   ,1526,'204901102,STREET ELEMENTARY,REGULAR INSTRUCTIONAL,,P O BOX 39,COLDSPRING,TX,77331-0039,125 JONES AVE,COLDSPRING,TX,77331-0039,(936) 653-1187,(936) 653-3690,celliott@cocisd.org,www.cocisd.org,VIKKI CURRY   ,'EE-02,378,Active, ,2015-03-14T05:35:23,143,USCGeocoder,63,1,4.01,,339b79f6-49ff-41cc-afb2-b5b459dc8d57,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.57258,-95.117109,Exact
'204,SAN JACINTO COUNTY,'06,'204901,COLDSPRING-OAKHURST CISD,INDEPENDENT,P O BOX 39,COLDSPRING,TX,77331-0039,14210 HWY 150 W,COLDSPRING,TX,77331-0039,(936) 653-1115,(936) 653-2197,celliott@cocisd.org,www.cocisd.org,MR JERRY GIBSON   ,1526,'204901103,COLDSPRING INTERMEDIATE,REGULAR INSTRUCTIONAL,,P O BOX 39,COLDSPRING,TX,77331-0039,1510 STATE HWY 150,COLDSPRING,TX,77331-0039,(936) 653-1152,(936) 653-3689,celliott@cocisd.org,www.cocisd.org,MS VIKKI CURRY   ,'03-05,318,Active, ,2015-03-14T05:35:23,144,USCGeocoder,125,1,4.01,,ffcccb0e-b023-445e-9949-dbdf38f53e61,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.573679,-95.115543,Exact
'204,SAN JACINTO COUNTY,'06,'204904,SHEPHERD ISD,INDEPENDENT,1401 S BYRD AVE,SHEPHERD,TX,77371,1401 S BYRD AVE,SHEPHERD,TX,77371,(936) 628-3396,(936) 628-3841,spierce@shepherdisd.net,www.shepherdisd.net,STEPHEN PIERCE   ,1924,'204904001,SHEPHERD H S,REGULAR INSTRUCTIONAL,,1401 S BYRD AVE,SHEPHERD,TX,77371-0429,#1 PIRATE LN,SHEPHERD,TX,77371-0429,(936) 628-3371,(936) 628-6986,jmeekins@shepherdisd.net,www.shepherdisd.net,MR JIMMY MEEKINS   ,'09-12,522,Active, ,2015-03-14T05:35:23,145,USCGeocoder,31,1,4.01,,c456b882-00d7-4256-a23b-349db8d219f0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.483694,-95.002407,Exact
'204,SAN JACINTO COUNTY,'06,'204904,SHEPHERD ISD,INDEPENDENT,1401 S BYRD AVE,SHEPHERD,TX,77371,1401 S BYRD AVE,SHEPHERD,TX,77371,(936) 628-3396,(936) 628-3841,spierce@shepherdisd.net,www.shepherdisd.net,STEPHEN PIERCE   ,1924,'204904041,SHEPHERD MIDDLE,REGULAR INSTRUCTIONAL,,1401 S BYRD AVE,SHEPHERD,TX,77371-0429,1401 S BYRD AVE,SHEPHERD,TX,77371-0429,(936) 628-3377,(936) 628-6749,bcronin@shepherdisd.net,www.shepherdisd.net,BRENDA CRONIN   ,'06-08,452,Active, ,2015-03-14T05:35:23,146,USCGeocoder,16,1,4.01,,4a1ca818-ea0c-42c7-9830-5aa187a8a6f8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2701.06041442,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4912214526,-95.0003581628,Exact
'204,SAN JACINTO COUNTY,'06,'204904,SHEPHERD ISD,INDEPENDENT,1401 S BYRD AVE,SHEPHERD,TX,77371,1401 S BYRD AVE,SHEPHERD,TX,77371,(936) 628-3396,(936) 628-3841,spierce@shepherdisd.net,www.shepherdisd.net,STEPHEN PIERCE   ,1924,'204904101,SHEPHERD PRI,REGULAR INSTRUCTIONAL,,1401 S BYRD AVE,SHEPHERD,TX,77371-9999,10300 HWY 150,SHEPHERD,TX,77371-9999,(936) 628-3302,(936) 628-6459,rsmith@shepherdisd.net,www.shepherdisd.net,REBECCA SMITH   ,'EE-02,548,Active, ,2015-03-14T05:35:23,147,USCGeocoder,63,1,4.01,,6bf786fb-5d99-44b9-8879-bb9e2ffc6712,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.500152,-95.007626,Exact
'204,SAN JACINTO COUNTY,'06,'204904,SHEPHERD ISD,INDEPENDENT,1401 S BYRD AVE,SHEPHERD,TX,77371,1401 S BYRD AVE,SHEPHERD,TX,77371,(936) 628-3396,(936) 628-3841,spierce@shepherdisd.net,www.shepherdisd.net,STEPHEN PIERCE   ,1924,'204904102,SHEPHERD INT,REGULAR INSTRUCTIONAL,,1401 S BYRD AVE,SHEPHERD,TX,77371-9580,420 RAILROAD AVE,SHEPHERD,TX,77371-9580,(936) 628-6764,(936) 628-6507,msilva@shepherdisd.net,www.shepherdisd.net,MARK SILVA   ,'03-05,402,Active,1997-07-01,2015-03-14T05:35:23,148,USCGeocoder,47,1,4.01,,0c6581a1-2ee1-4032-a52a-6d453fcbc9b4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3947.44686358,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4905051772,-95.0027906771,Exact
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901001,ARANSAS PASS H S,REGULAR INSTRUCTIONAL,,450 S AVE A,ARANSAS PASS,TX,78336-4699,450 S AVE A,ARANSAS PASS,TX,78336-4699,(361) 758-3248,(361) 758-3251,lizharris@apisd.org,apisd.org,MR WAYNE BENNETT   ,'09-12,497,Active, ,2015-03-14T05:35:23,149,USCGeocoder,31,1,4.01,,0375fc40-c336-4a4e-80a3-1bd7e1736e56,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5290.27427014,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9127705978,-97.1663797056,Exact
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901002,ARANSAS PASS JJAEP,JJAEP INSTRUCTIONAL,,244 W HARRISON BLVD,ARANSAS PASS,TX,78336,244 W HARRISON BLVD,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,ravery@apisd.org,apisd.org,    ,'06-12 UG,0,Active,2003-06-11,2015-03-14T05:35:23,150,USCGeocoder,31,1,4.01,,7c724328-8b13-487b-9325-b8cb045303e9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2171.66972141,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9038670801,-97.1487635246,Relaxed
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901041,A C BLUNT MIDDLE,REGULAR INSTRUCTIONAL,,2103 DEMORY LN,ARANSAS PASS,TX,78336-4612,2103 DEMORY LN,ARANSAS PASS,TX,78336-4612,(361) 758-2711,(361) 758-4690,mrose@apisd.org,apisd.org,MR MARK KEMP   ,'06-08,423,Active, ,2015-03-14T05:35:23,151,USCGeocoder,31,1,4.01,,e0286953-5995-4d6c-a5e7-3be7be41669c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10497.4107739,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9181186602,-97.1732415475,Exact
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901101,H T FAULK EARLY CHILDHOOD SCHOOL,REGULAR INSTRUCTIONAL,,430 S 8TH ST,ARANSAS PASS,TX,78336-4099,430 S 8TH ST,ARANSAS PASS,TX,78336-4099,(361) 758-3141,(361) 758-5493,dpatterson@apisd.org,apisd.org,DAVID PATTERSON   ,'EE-01,351,Active, ,2015-03-14T05:35:23,152,USCGeocoder,109,1,4.01,,fcd4ff76-39c4-4055-80d9-9ae432b7ce46,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3245.58592094,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9066067158,-97.1558059248,Exact
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901102,W A KIEBERGER EL,REGULAR INSTRUCTIONAL,,748 W GOODNIGHT AVE,ARANSAS PASS,TX,78336-3599,748 W GOODNIGHT AVE,ARANSAS PASS,TX,78336-3599,(361) 758-3113,(361) 758-3605,jpinto@apisd.org,apisd.org,JOY PINTO   ,'02-03,288,Active, ,2015-03-14T05:35:23,153,USCGeocoder,47,1,4.01,,280dae8f-f5b4-4baf-916a-76cd828ab867,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2011.69161962,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9061611487,-97.1528014706,Exact
'205,SAN PATRICIO COUNTY,'02,'205901,ARANSAS PASS ISD,INDEPENDENT,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,2300 MCMULLEN LANE STE #600,ARANSAS PASS,TX,78336-2442,(361) 758-3466,(361) 758-2962,mkemp@apisd.org,www.apisd.org,MR MARK KEMP   ,1849,'205901104,CHARLIE MARSHALL EL,REGULAR INSTRUCTIONAL,,2300 MCMULLEN LN,ARANSAS PASS,TX,78336-9999,2300 MCMULLEN LN,ARANSAS PASS,TX,78336-9999,(361) 758-3455,(361) 758-3046,chouston@apisd.org,apisd.org,DR JON C HOUSTON   ,'04-05,290,Active,1996-01-01,2015-03-14T05:35:23,154,USCGeocoder,16,1,4.01,,afadb239-80c4-42a6-914c-4a4ddd96e269,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2731.67951336,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9145873704,-97.1742488497,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902001,GREGORY-PORTLAND H S,REGULAR INSTRUCTIONAL,,4601 WILDCAT DR,PORTLAND,TX,78374-2899,4601 WILDCAT DR,PORTLAND,TX,78374-2899,(361) 777-4251 ext:6029,(361) 777-4272,bcade@g-pisd.org,www.g-pisd.org,MRS BARBARA CADE   ,'09-12,1357,Active, ,2015-03-14T05:35:23,155,USCGeocoder,94,1,4.01,,9cdb69c4-d95c-4ab1-8f90-d1aedf0bb409,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.903465,-97.323398,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902041,GREGORY-PORTLAND J H,REGULAR INSTRUCTIONAL,,4600 WILDCAT DR,PORTLAND,TX,78374-2899,4600 WILDCAT DR,PORTLAND,TX,78374-2899,(361) 777-4042 ext:5055,(361) 643-3187,xbarrera@g-pisd.org,www.g-pisd.org,MR XAVIER BARRERA   ,'07-08,729,Active, ,2015-03-14T05:35:23,156,USCGeocoder,47,1,4.01,,e7bb66ec-bbb5-4cf4-a464-b2f22b43c9cc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.892864,-97.320555,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902101,AUSTIN EL,REGULAR INSTRUCTIONAL,,308 N GREGORY AVE,GREGORY,TX,78359-0338,308 N GREGORY AVE,GREGORY,TX,78359-0338,(361) 777-4252 ext:2000,(361) 777-4261,shartman@g-pisd.org,www.g-pisd.org,GLORIA DORNAK   ,'EE-04,475,Active, ,2015-03-14T05:35:23,157,USCGeocoder,63,1,4.01,,6278b26b-6d05-44cd-ba6d-0b0fabd24f30,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.925668,-97.287896,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902102,CLARK EL,REGULAR INSTRUCTIONAL,,2250 MEMORIAL PKWY,PORTLAND,TX,78374-2099,2250 MEMORIAL PKWY,PORTLAND,TX,78374-2099,(361) 777-4045 ext:2635,(361) 777-4046,brister@g-pisd.org,www.g-pisd.org,MR BOBBY RISTER   ,'EE-04,619,Active, ,2015-03-14T05:35:23,158,USCGeocoder,16,1,4.01,,253031b0-438e-4f85-9589-fd4a78eb794a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8882.43095486,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.895597125,-97.3187928589,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902103,EAST CLIFF EL,REGULAR INSTRUCTIONAL,,200 FULTON ST,PORTLAND,TX,78374-1399,200 FULTON ST,PORTLAND,TX,78374-1399,(361) 777-4255 ext:2242,(361) 777-3207,amunoz@g-pisd.org,www.g-pisd.org,MRS ALMA MUNOZ   ,'EE KG-04,399,Active, ,2015-03-14T05:35:23,159,USCGeocoder,47,1,4.01,,899b6022-95cb-4a23-9197-5db7c7497ebd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2354.37467349,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8786054434,-97.3135116986,Relaxed
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902104,ANDREWS EL,REGULAR INSTRUCTIONAL,,1100 LANG RD,PORTLAND,TX,78374-2023,1100 LANG RD,PORTLAND,TX,78374-2023,(361) 777-4048 ext:2433,(361) 643-0775,meddins@g-pisd.org,www.g-pisd.org,MRS JANA TARKINGTON   ,'EE KG-04,348,Active,1979-07-20,2015-03-14T05:35:23,160,USCGeocoder,31,1,4.01,,3bd4e46c-67e7-407e-8589-5cb0ac808627,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,19122.0421459,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8974449932,-97.3399763336,Exact
'205,SAN PATRICIO COUNTY,'02,'205902,GREGORY-PORTLAND ISD,INDEPENDENT,608 COLLEGE ST,PORTLAND,TX,78374,608 COLLEGE ST,PORTLAND,TX,78374,(361) 777-1091 ext:1018,(361) 777-1093,chartley@g-pisd.org,www.g-pisd.org,DR PAUL CLORE   ,4597,'205902105,GREGORY-PORTLAND INT,REGULAR INSTRUCTIONAL,,4200 WILDCAT DR,PORTLAND,TX,78374-2908,4200 WILDCAT DR,PORTLAND,TX,78374-2908,(361) 777-4258 ext:3060,(361) 643-8193,lvilla@g-pisd.org,www.g-pisd.org,MRS LETICIA VILLA   ,'05-06,670,Active,1993-07-01,2015-03-14T05:35:23,161,USCGeocoder,16,1,4.01,,9f0a0df1-e8c5-4272-88a7-4027ad3c7da1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4083.21868177,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8901816381,-97.3198677172,Exact
'205,SAN PATRICIO COUNTY,'02,'205903,INGLESIDE ISD,INDEPENDENT,P O BOX 1320,INGLESIDE,TX,78362-1313,2664 SAN ANGELO,INGLESIDE,TX,78362-1313,(361) 776-7631 ext:242 ,(361) 776-0267,sylvia.elizondo@inglesideisd.org,www.inglesideisd.org,MR TROY C MIRCOVICH   ,2292,'205903001,INGLESIDE H S,REGULAR INSTRUCTIONAL,,2807 MUSTANG DR,INGLESIDE,TX,78362-1313,2807 MUSTANG DR,INGLESIDE,TX,78362-1313,(361) 776-2712,(361) 776-5200,,,MR DANIEL GLOVER   ,'09-12,650,Active, ,2015-03-14T05:35:23,162,USCGeocoder,16,1,4.01,,4b35d3b2-8230-4b7e-8eeb-8aae68d67120,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5441.72080181,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8781858292,-97.219892287,Relaxed
'205,SAN PATRICIO COUNTY,'02,'205903,INGLESIDE ISD,INDEPENDENT,P O BOX 1320,INGLESIDE,TX,78362-1313,2664 SAN ANGELO,INGLESIDE,TX,78362-1313,(361) 776-7631 ext:242 ,(361) 776-0267,sylvia.elizondo@inglesideisd.org,www.inglesideisd.org,MR TROY C MIRCOVICH   ,2292,'205903042,LEON TAYLOR J H,REGULAR INSTRUCTIONAL,,2739 MUSTANG DR,INGLESIDE,TX,78362-1313,2739 MUSTANG DR,INGLESIDE,TX,78362-1313,(361) 776-2232,(361) 776-2192,,,MRS HEATHER WAUGH-FREEZE   ,'07-08,344,Active,1979-06-08,2015-03-14T05:35:23,163,USCGeocoder,328,1,4.01,,39f24b7d-7756-40ee-9f90-25e301e8ca02,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2338.36679811,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8764638157,-97.2169700606,Relaxed
