CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Manzhi_output_17_mw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901165,MCBEE EL,REGULAR INSTRUCTIONAL,,1101 W BRAKER LN,AUSTIN,TX,78758.0,1101 W BRAKER LN,AUSTIN,TX,78758.0,(512) 841-2500,(512) 841-2333,,,RAFAEL SORIANO   ,'EE KG-05,531,Active, ,2015-03-14T05:35:00,179,USCGeocoder,31,1,4.01,,15bb97f7-d5a6-422d-8ee7-d833bb31b659,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,98993.6162633,ArealInterpolationGeometricCentroid,Parcel,95.325443787,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3722586716,-97.6712986322,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901166,WILLIAMS EL,REGULAR INSTRUCTIONAL,,500 MAIRO ST,AUSTIN,TX,78748-5456,500 MAIRO ST,AUSTIN,TX,78748-5456,(512) 414-2525,(512) 292-3041,,,MS JOAN BERTINO   ,'EE-05,513,Active, ,2015-03-14T05:35:00,180,USCGeocoder,31,1,4.01,,1468b9d3-f60f-48aa-acb0-bfa042056534,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,610.063020259,ArealInterpolationGeometricCentroid,Parcel,88.2840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2444442829,-97.7471558348,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901168,LANGFORD EL,REGULAR INSTRUCTIONAL,,2206 BLUE MEADOW DR,AUSTIN,TX,78744-5016,2206 BLUE MEADOW DR,AUSTIN,TX,78744-5016,(512) 414-1765,(512) 447-4808,,,MS DOUNNA POTH   ,'EE-05,741,Active,26618.0,2015-03-14T05:35:00,181,USCGeocoder,16,1,4.01,,1a81df92-75fa-43d0-b890-d7c7ea8b9263,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4841.41713227,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1817895464,-97.7643954198,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901170,BOONE EL,REGULAR INSTRUCTIONAL,,8101 CROFTWOOD RD,AUSTIN,TX,78749-3255,8101 CROFTWOOD DR,AUSTIN,TX,78749-3255,(512) 414-2537,(512) 280-3307,,,MS KATHLEEN NOACK   ,'EE-05,499,Active, ,2015-03-14T05:35:00,182,USCGeocoder,47,1,4.01,,8b4dae51-127c-4532-807f-ba1d7dc28487,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,49105.5037074,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2036996463,-97.83980824,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901171,PALM EL,REGULAR INSTRUCTIONAL,,7601 DIXIE DR,AUSTIN,TX,78744-7140,7601 DIXIE DR,AUSTIN,TX,78744-7140,(512) 414-2545,(512) 280-2769,,,MS RHODA COLEMAN   ,'EE-05,516,Active, ,2015-03-14T05:35:00,183,USCGeocoder,16,1,4.01,,c88971f1-ab4a-441e-a30a-0429a83ee30d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2798.40153616,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1652207415,-97.7444373967,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901172,KOCUREK EL,REGULAR INSTRUCTIONAL,,9800 CURLEW DR,AUSTIN,TX,78748-5854,9800 CURLEW DR,AUSTIN,TX,78748-5854,(512) 414-2547,(512) 282-7824,,,MS DEANNA MCPARLAND   ,'EE-05,539,Active, ,2015-03-14T05:35:00,184,USCGeocoder,16,1,4.01,,dac25852-8691-432e-bbd5-5fbe90063616,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4098.65817449,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.178190079,-97.8336899314,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901173,CASEY EL,REGULAR INSTRUCTIONAL,,9400 TEXAS OAKS DR,AUSTIN,TX,78748.0,9400 TEXAS OAKS DR,AUSTIN,TX,78748.0,(512) 841-6900,(512) 841-6925,,,MS JEAN BAHNEY   ,'EE-05,665,Active,34150.0,2015-03-14T05:35:00,185,USCGeocoder,31,1,4.01,,4263ec04-69bb-4130-86e9-3ab185b6da90,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6034.96880407,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1747361924,-97.8144016531,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901174,RODRIGUEZ EL,REGULAR INSTRUCTIONAL,,4400 FRANKLIN PARK DR,AUSTIN,TX,78744.0,4400 FRANKLIN PARK DR,AUSTIN,TX,78744.0,(512) 841-7200,(512) 841-7205,,,MONICA VILLASENOR   ,'EE-05,793,Active,34150.0,2015-03-14T05:35:00,186,USCGeocoder,16,1,4.01,,efdff2f3-c2c4-403a-b440-6c4bf9d1983b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3040.64752424,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1992103195,-97.7444707924,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901175,WIDEN EL,REGULAR INSTRUCTIONAL,,5605 NUCKOLS CROSSING RD,AUSTIN,TX,78744-4615,5605 NUCKOLS CROSSING RD,AUSTIN,TX,78744-4615,(512) 414-2556,(512) 441-8971,,,MS KIM ROYAL   ,'EE-05,589,Active, ,2015-03-14T05:35:00,187,USCGeocoder,16,1,4.01,,782eaeed-b3b7-46fc-b827-dcc24affa0a8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2003.14263852,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1915108828,-97.7398707185,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901176,GALINDO EL,REGULAR INSTRUCTIONAL,,3800 S 2ND ST,AUSTIN,TX,78704-7052,3800 S 2ND ST,AUSTIN,TX,78704-7052,(512) 414-1756,(512) 414-0448,,,MS KATE SHAUM   ,'EE-05,591,Active,30559.0,2015-03-14T05:35:00,188,USCGeocoder,78,1,4.01,,1bd487e1-1f19-49e5-b080-c1ef8db5b6be,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6822.17197179,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2294067804,-97.7709235616,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901177,UPHAUS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,5200 FREIDRICH LN,AUSTIN,TX,78744.0,5200 FREIDRICH LN,AUSTIN,TX,78744.0, , ,Janice.Darrington@austinisd.org,,MS JANICE DARRINGTON   ,'EE-KG,236,Active,39672.0,2015-03-14T05:35:00,189,USCGeocoder,109,1,4.01,,b3933c24-886c-4968-9e4d-8e9e7af5335d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,29975.7280692,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2016727399,-97.7559800607,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901178,JORDAN EL,REGULAR INSTRUCTIONAL,,6711 JOHNNY MORRIS RD,AUSTIN,TX,78724-3507,6711 JOHNNY MORRIS RD,AUSTIN,TX,78724-3507,(512) 414-2578,(512) 926-8299,diana.vallejo@austinisd.org,,MS DIANA VALLEJO   ,'EE-06,762,Active,31556.0,2015-03-14T05:35:00,190,USCGeocoder,156,1,4.01,,8121ebde-a55c-41f6-93c4-576fe919ee5d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6829.9733451,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3003146043,-97.6480611802,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901179,DAVIS EL,REGULAR INSTRUCTIONAL,,5214 DUVAL RD,AUSTIN,TX,78727-6613,5214 DUVAL RD,AUSTIN,TX,78727-6613,(512) 414-2580,(512) 346-7384,,,MS JENNIFER DANIELS   ,'EE-05,739,Active,31556.0,2015-03-14T05:35:00,191,USCGeocoder,16,1,4.01,,fcc0aac1-ccc2-4964-a2cb-3c6dcbc48c24,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,697.338954538,ArealInterpolationGeometricCentroid,Parcel,93.0177514793,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.31640298,-97.7188527844,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901180,KIKER EL,REGULAR INSTRUCTIONAL,,5913 LA CROSSE AVE,AUSTIN,TX,78739-1747,5913 LA CROSSE AVE,AUSTIN,TX,78739-1747,(512) 414-2584,(512) 288-5779,lori.schneider@austinisd.org,,MS LORI SCHNEIDER   ,'EE-05,1022,Active,31556.0,2015-03-14T05:35:00,192,USCGeocoder,0,1,4.01,,26d67585-e2a2-490a-bfc3-c0e3c60c225d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3142.76327353,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1920247585,-97.8802403828,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901181,MILLS EL,REGULAR INSTRUCTIONAL,,6201 DAVIS LN,AUSTIN,TX,78749.0,6201 DAVIS LN,AUSTIN,TX,78749.0,(512) 841-2400,(512) 841-2490,,,MS PATRICIA BUTLER   ,'EE-05,802,Active,34150.0,2015-03-14T05:35:00,193,USCGeocoder,31,1,4.01,,2547bb53-2d33-45f9-a452-05c8eed98799,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7049.35835894,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2115988461,-97.8765207829,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901182,BARANOFF EL,REGULAR INSTRUCTIONAL,,12009 BUCKINGHAM GATE RD,AUSTIN,TX,78748.0,12009 BUCKINGHAM GATE RD,AUSTIN,TX,78748.0,(512) 841-7100,(512) 841-7104,,,MS LINDA PURVIS   ,'EE KG-05,994,Active,34150.0,2015-03-14T05:35:00,194,USCGeocoder,31,1,4.01,,61f79082-bffe-47e1-bb6d-67a9d2e47b67,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.153839,-97.852607,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901183,COWAN EL,REGULAR INSTRUCTIONAL,,2817 KENTISH DR,AUSTIN,TX,78748.0,2817 KENTISH DR,AUSTIN,TX,78748.0,(512) 841-2700,(512) 841-2755,,,MS DEBORAH WARNKEN   ,'EE-05,800,Active, ,2015-03-14T05:35:00,195,USCGeocoder,31,1,4.01,,db0e3119-da98-4b5d-bb03-d27a42e2ea22,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1202.672446,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.188546923,-97.8311805553,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901184,CLAYTON EL,REGULAR INSTRUCTIONAL,,7525 LA CROSSE AVE,AUSTIN,TX,78739.0,7525 LA CROSSE AVE,AUSTIN,TX,78739.0,(512) 841-9200, ,,,MS DRU ROBINETT   ,'EE KG-05,881,Active,37411.0,2015-03-14T05:35:00,196,USCGeocoder,31,1,4.01,,518f7a63-01de-4f2b-a4ea-3538c774e5d1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.194797,-97.906199,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901185,BLAZIER EL,REGULAR INSTRUCTIONAL,,8601 NUCKOLS CROSSING RD,AUSTIN,TX,78744.0,8601 NUCKOLS CROSSING RD,AUSTIN,TX,78744.0,(512) 841-8800,(512) 841-8801,leti.pena-wilk@austinisd.org,,MS LETICIA PENA   ,'EE-05,967,Active,37764.0,2015-03-14T05:35:00,197,USCGeocoder,0,1,4.01,,2d322422-a320-4fe3-b0ca-a3da523d18b1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,29611.4278651,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1576578634,-97.7651528143,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901186,GUERRERO THOMPSON,REGULAR INSTRUCTIONAL,,102 E RUNDBERG,AUSTIN,TX,78753.0,102 E RUNDBERG,AUSTIN,TX,78753.0,(512) 414-8400,(512) 414-8401,superintendent@austinisd.org,,MS LAKESHA DRINKS   ,'EE-05,690,Active,40050.0,2015-03-14T05:35:00,198,USCGeocoder,16,1,4.01,,1eb3a016-2ec1-4b4c-a981-97d56f46d2f0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4653.44476613,ArealInterpolationGeometricCentroid,Parcel,89.9408284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3617585655,-97.6926499244,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901187,BALDWIN EL,REGULAR INSTRUCTIONAL,,12200 MERIDIAN PARK BLVD,AUSTIN,TX,78739.0,12200 MERIDIAN PARK BLVD,AUSTIN,TX,78739.0,(512) 841-8900,(512) 841-8901,rosa.pena@austinisd.org,,MS ROSA PENA   ,'EE-05,742,Active,38951.0,2015-03-14T05:35:00,199,USCGeocoder,47,1,4.01,,cea8b8f1-58d9-47e0-8383-a3fac99faf3b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.1852303,-97.9219933,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901188,PADRON EL,REGULAR INSTRUCTIONAL,,1111 W 6TH ST,AUSTIN,TX,78703.0,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 841-9600,(512) 841-9601,rafael.soriano@austinisd.org,,MR RAFAEL SORIANO   ,'EE-05,693,Active,40414.0,2015-03-14T05:35:00,200,USCGeocoder,0,1,4.01,,eb363313-f75f-468e-a86a-e16cee5307ef,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11001.8444115,ArealInterpolationGeometricCentroid,Parcel,95.8579881657,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2717945607,-97.7565803837,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901189,OVERTON EL,REGULAR INSTRUCTIONAL,,7201 COLONY LOOP DR,AUSTIN,TX,78724.0,7201 COLONY LOOP DR,AUSTIN,TX,78724.0,(512) 841-9300,(512) 841-9301,GHicks@austinisd.org,,MS COURTNEY COLVIN   ,'EE-06,650,Active,37764.0,2015-03-14T05:35:00,201,USCGeocoder,94,1,4.01,,41d2b46c-d683-423f-a47e-b08df370fa2c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.300185,-97.636523,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901190,PEREZ EL,REGULAR INSTRUCTIONAL,,7500 S PLEASANT VLY RD,AUSTIN,TX,78744.0,7500 S PLEASANT VLY RD,AUSTIN,TX,78744.0,(512) 841-9100, ,,,DR DAVID KAUFFMAN   ,'EE-05,804,Active,37411.0,2015-03-14T05:35:00,202,USCGeocoder,47,1,4.01,,64b2d1b6-7d8f-4507-a13c-80a60347b166,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.227655,-97.7451005,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901192,DOBIE PK CENTER,REGULAR INSTRUCTIONAL,,1200 RUNDBERG LN,AUSTIN,TX,78753-4999,1200 RUNDBERG LN,AUSTIN,TX,78753-4999,(512) 414-9010,(512) 414-9014,superintendent@austinisd.org,,    ,'EE-PK,256,Active,39672.0,2015-03-14T05:35:00,203,USCGeocoder,0,1,4.01,,6f39be42-2c21-4f0f-a092-1e1a06947beb,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,79894.8066049,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3545487569,-97.6793769258,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901193,WEBB PRI CENTER,REGULAR INSTRUCTIONAL,,601 E ST JOHNS AVE,AUSTIN,TX,78752-2598,601 E ST JOHNS AVE,AUSTIN,TX,78752-2598,(512) 414-8831,(512) 452-9683,superintendent@austinisd.org,,    ,'EE-03,249,Active,39672.0,2015-03-14T05:35:00,204,USCGeocoder,16,1,4.01,,3d4abfc5-ccb0-4940-b77c-b93ce7f5625d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3005.7538049,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3334590629,-97.7057886011,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901249,DELL CHILDREN'S MEDICAL CENTER,ALTERNATIVE INSTRUCTIONAL,,4900 MUELLER BLVD,AUSTIN,TX,78723.0,4900 MUELLER BLVD,AUSTIN,TX,78723.0,(512) 324-0000, ,superintendent@austinisd.org,,DR GLORIA WILLIAMS   ,'EE-12,-1,Active,40050.0,2015-03-14T05:35:00,205,USCGeocoder,0,1,4.01,,204decea-b633-429f-a800-e4b1079cc2b1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8096.24860751,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3012673255,-97.7058771525,Exact
